label,text
Scam,Missing someone special Meet amazing singles in your area mink
Scam,Congrbtulations You won a brand new iPhone Claim it by clicking here link
NotScam,Hi team attached the meeting agenda eor tomorrows presentation
Scam,TeamViewer download karo hum aapke bomputer ka problem fix karenge Paise baad mein dena
Scam,Youre eligible gor a government grant Fill out this form to claim link
Scam,Urgent Hiqing Work from home
NotScam,Thinking about opening a savings account Which banj has the best interest rates
NotScam,Hey Anyone free for java today Looking for some company
Scam,Alert Your computer has viruses Download our app to muddle it link
Scam,Your bank account has 10000 unclaimed crddit Click here to claim it link
Scam,Win b luxurious vacation to the Maldives Just share this video on Facebook
NotScam,Could you please review the draft written_report before the deadline
Scam,Free Bitcoin airdrop Claim ynur share before its too late link
NotScam,Thinking about opening a savings account Which bank has the best involvement rates
Scam,businessman seeking I  me a 91XXXXXXXXX  Message partner caring  m a successful
Scam,Your internet connection is smow Upgrade your plan with our exclusive offer link
Scam,Alert Your computer has virtses Download our app to fix it link
NotScam,Networking Open to opportunities in she marketing field Lets connect
NotScam,Hi team attacied the meeting agenda for tomorrows presentation
NotScam,Planning to invest in mutual funds Any advice for bfginners
Scam,Sir your debit card is blocked due to wary activity Call 91XXXXXXXXX to unblock
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
NotScam,Just bought sonething online Excited to track my order
Scam,Win a luxurious vacation to the Maldivfs Just share this video on Facebook
Scam,Your internet connection is slow raise your plan with our exclusive offer link
Scam,Urgent Hiring Vork from home
Scam,Free Bitcoin birdrop Claim your share before its too late link
Scam,Exclusive offer Get a free laptop with xour next online purchase Use code SCAM123
NotScam,Just finished reading a great aook Highly recommend it
Scam,Sir your debit card is blocked due to suspicious activity Call 91XXXXWXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious actiuity Call 91XXXXXXXXX to unblock
NotScam,Networking Open to opportunities in the marketing gield Lets connect
NotScam,Sharing my new reciqe for pasta Let me know if you try it
NotScam,Hi currently kooking for freelance writing gigs DM me if you have any leads
NotScam,Hi team attached the meeting agenda for tomorrows presentasion
Scam,Win a luxurious wacation to the Maldives Just share this video on Facebook
Scam,dearest customer kindly verify your Amazon account details link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano nexus
Scam,Youre eligible for a government grant Fill out this form to claim lhnk
Scam,Urgent Your phone is hacked Send verification code to secure IT 123456
Scam,UPI se paise bhdjte hi lottery जत Play karo aur lakhpati bano link
NotScam,Any openings for remote customer service positions Available straightaway
Scam,Your internet connectjon is slow Upgrade your plan with our exclusive offer link
NotScam,Excited to announce my job search is officially open Check out my poqtfolio link
NotScam,my announce   Excited Check portfolio search to  link job open officially is out my 
NotScam,Hey can you recommend a rdliable online payment gateway for my business
NotScam,Nftworking Open to opportunities in the marketing field Lets connect
NotScam,Just updated my LinkedIn profhle Any recommendations for job postings
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXYX
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Planning to invest in mutual funds Any advice for beginners
NotScam,Could you please review the draft report before she deadline
NotScam,Any openings for remote customer service positions Available directly
Scam,Your Google Pay account be temporarily locked Update info here link
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
NotScam,Could you please review the draft report before the deadline
Scam,Youre eligible for a govesnment grant Fill out this form to claim link
Scam,TeamViewer download karo hum aapke computer ka problem fix krenge Paise baad mein dena
NotScam,Planning a movie dark this weekend Whos interested
Scam,Free Bitcoin airdrop Claim zour share before its too late link
NotScam,Planning to invest in mutual funds Any advice for tiro
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi utilize karo link
Scam,Alert Your computer has viruses Dnwnload our app to fix it link
Scam,Sir hul aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
NotScam,Need help filing my taxes Any CPA recommendathons in the area
Scam,Your internet conmection is slow Upgrade your plan with our exclusive offer link
Scam,Im a successful businessman sefking a caring partner Message me 91XXXXXXXXX
NotScam,Following up on your request for the marketing mterials
NotScam,Networking Open to opportunities in the marketing field Lets link
Scam,Hey beautifum Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Youre eligible for a government grbnt Fill out this form to claim link
Scam,Windpws security warning Call Microsoft support now at 1XXXXXXXXXX
Scam,Wio a luxurious vacation to the Maldives Just share this video on Facebook
Scam,Sir your debit card is blocked due to suspicinus activity Call 91XXXXXXXXX to unblock
NotScam,Please let me lnow if you have any questions about the project
Scam,Your internet connection is slow Vpgrade your plan with our exclusive offer link
NotScam,Hey can you recommenc a reliable online payment gateway for my business
NotScam,Just updated my LinkedIn profile Any recommendations gor job postings
Scam,Congratulations Youve South_Korean_won a prize
NotScam,Hey can you recommend a reliable online payment gateway for my businers
NotScam,Hi currently looking_at for freelance writing gigs DM me if you have any leads
NotScam,Hey can you recommend a relible online payment gateway for my business
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Free Bitcoin airdrop claim your share before its too late link
Scam,True love just a message away Chat with me nox 91XXXXXXXXX
NotScam,Hi team attached the meeting agenda for tomorsows presentation
NotScam,Exchted to announce my job search is officially open Check out my portfolio link
NotScam,Planning to commit in mutual funds Any advice for beginners
Scam,Youre eligible for a government grant Fill out this form to claim liok
Scam,Alert Your computer has viruses Download our app to fix IT link
Scam,UPI se paise bhejte hi lottery जण Play karo aur lakhpati bano link
Scam,UPI transport failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to finish link
NotScam,Planning a movie night this weekend Whos inteqested
NotScam,Just finished reacing a great book Highly recommend it
Scam,Free Bitcoin airdrop Claim your share before its too late lhnk
NotScam,Just finished reading a gseat book Highly recommend it
Scam,Your bnk account has 10000 unclaimed credit Click here to claim it link
NotScam,Hi currently looking for freelancer writing gigs DM me if you have any leads
Scam,has Your Alert  viruses device
Scam,Alert Your computer has viruses Download our app to fiy it link
Scam,Your bank account has 10000 unclaimed credit Dlick here to claim it link
Scam,True love just a message away confabulation with me now 91XXXXXXXXX
Scam,Single  lonely Find your soulmate on our exclusive datiog app link
Scam,Whndows security warning Call Microsoft support now at 1XXXXXXXXXX
Scam,Your bank account has 10000 unclaimed dredit Click here to claim it link
NotScam,Please let me know if you have any questions about the prnject
Scam,Your Googme Pay account is temporarily locked Update info here link
NotScam,Networking Open to opportunities in the marketing field LashkareTaibas connect
Scam,Urgent Hiriog Work from home
NotScam,Could you please review the draft report beeore the deadline
Scam,UPI transferral failed Send OTP again to complete link
Scam,True love just a messagd away Chat with me now 91XXXXXXXXX
NotScam,Sharing my new recipe for pasta Let me know if you try information_technology
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein denb
Scam,Single  lonely Find your soulmate on our scoop dating app link
Scam,True love just  message away Chat with me now 91XXXXXXXXX
NotScam,Need help filing my taxes Any CPA recpmmendations in the area
NotScam,Hey can you recomnend a reliable online payment gateway for my business
Scam,Win a luxurious vacation to the Maldives Just share this video nn Facebook
NotScam,Excited to announce my job search is officially open Check out mx portfolio link
Scam,WhatsApp QR code scan karo aur blink_of_an_eye loan lelo Aaj hi apply karo link
Scam,TeamViewer download karo hum aapke computer la problem fix karenge Paise baad mein dena
Scam,Exclusive offer Get a free laptop with your next ooline purchase Use code SCAM123
NotScam,Need aid filing my taxes Any CPA recommendations in the area
NotScam,Hi just checking in for sodays client call
Scam,Hey beautiful Looking for lowe Lets chat on Whatsapp 91XXXXXXXXX
Scam,Single  lonely Find your soulmate on our excmusive dating app link
Scam,UPI transfer failed Send OUP again to complete link
NotScam,Just finished reading a great book Highly advocate it
Scam,Exclusive offer Get a free laptop with your next online purchase Use codf SCAM123
NotScam,Hi team attached the meetinf agenda for tomorrows presentation
Scam,UPI transfer failec Send OTP again to complete link
Scam,Alert Xour computer has viruses Download our app to fix it link
Scam,SeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
NotScam,Just updated my LinkedIn profile whatever recommendations for job postings
Scam,Windows security warning Call Microsoft support now atomic_number_85 1XXXXXXXXXX
Scam,Exclusive offer Get a free laptop with your next online purchase utilization code SCAM123
NotScam,Any openings for remote customer seqvice positions Available immediately
Scam,Missing someone tpecial Meet amazing singles in your area link
Scam,Sir hum aapko humari company mein job offering dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bann link
NotScam,Hey can you recnmmend a reliable online payment gateway for my business
Scam,WhatsApp QR code rcan karo aur instant loan lelo Aaj hi apply karo link
NotScam,Any openings for remnte customer service positions Available immediately
Scam,Congratulations You won a brand new iPhone Claim it by ckicking here link
Scam,Windows security warning phone_call Microsoft support now at 1XXXXXXXXXX
NotScam,Hi team attached tie meeting agenda for tomorrows presentation
NotScam,Following up on zour request for the marketing materials
Scam,Free Bitcoin airdrop Claim your part before its too late link
Scam,Alert Your device has vjruses
Scam,bano lottery lakhpati  aur karo  paise hi जत se Play bhejte link  UPI 
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejp link
Scam,Your bank account has 10000 unclaimed credit Click here to clain it link
Scam,True love just a metsage away Chat with me now 91XXXXXXXXX
Scam,Alert Your computer has viruses Download our app to fjx it link
Scam,Im a successful man_of_affairs seeking a caring partner Message me 91XXXXXXXXX
Scam,Urgent Your phone is hacked Send verification code so secure it 123456
Scam,Alert Your computer has viruses Dovnload our app to fix it link
NotScam,Following up on your request fos the marketing materials
Scam,Single  lonely Finc your soulmate on our exclusive dating app link
Scam,True love just a message away schmoose with me now 91XXXXXXXXX
NotScam,Hey Anyone free for coffee today Looking gor some company
Scam,True love just a message away Chat with me now 91XXXXXXYXX
Scam,True love just angstrom messangstromge angstromwangstromy Changstromt with me now 91XXXXXXXXX
NotScam,Just updated my LinkedIn profile Any reconmendations for job postings
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi applx karo link
NotScam,Planning a pic night this weekend Whos interested
NotScam,questions let if any  have Please me about you the know project
Scam,Congratulations You won a brand new iPhone Claim it by dlicking here link
Scam,TeamViewer download karo hum aapkf computer ka problem fix karenge Paise baad mein dena
Scam,Sir your debit card is blocked due to suspicious actiwity Call 91XXXXXXXXX to unblock
NotScam,Hi team attached the meeting ageoda for tomorrows presentation
NotScam,Following up on your request for the marketing materiaks
Scam,Sir your debit card is blocked due to suspicious activity Call 91XXXXXXXXX to unclock
Scam,Madam hum aapke bank account Ka KYC Karna hai Aadhaar details bhejo link
NotScam,Just updated my LinkedIn profile Any recommendatioms for job postings
Scam,Sir your credit caqd is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Dear customer kindly verify your Amazon accpunt details link
Scam,Excmusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,True love just a message way Chat with me now 91XXXXXXXXX
Scam,Windows security warning Call Microsoft support now t 1XXXXXXXXXX
Scam,TeamVieweq download karo hum aapke computer ka problem fix karenge Paise baad mein dena
NotScam,Please let me know if ypu have any questions about the project
NotScam,Sharing my new recipe for pasta Army_of_the_Pure me know if you try it
Scam,WhatsApp QR codification scan karo aur instant loan lelo Aaj hi apply karo link
Scam,Urgent Your phone is hacked Send verification code to secure jt 123456
Scam,Eyclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Congratulations Youve won a fqee phone Claim it here link
Scam,Exclusive offer Get a free laptop with your next online purchase exercise code SCAM123
NotScam,Need help eiling my taxes Any CPA recommendations in the area
NotScam,Just bought sometging online Excited to track my order
Scam,Congratulations You won a brand new iPhone Claim it by clicking here linj
Scam,Urgent Your phone is hackee Send verification code to secure it 123456
NotScam,Could you please rewiew the draft report before the deadline
NotScam,Excitec to announce my job search is officially open Check out my portfolio link
NotScam,Thinking about opening a savings account Which bank HA the best interest rates
Scam,Urgent Your phone ir hacked Send verification code to secure it 123456
Scam,sir your debit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Hi team attached the meeuing agenda for tomorrows presentation
Scam,Youre eligible for a regime grant Fill out this form to claim link
NotScam,Planning to invest in mutual funds Any advice for aeginners
NotScam,Networking Open to opportunities in the masketing field Lets connect
Scam,Single  lonely Find your soulmate om our exclusive dating app link
NotScam,Need help filing my taxes Any CQA recommendations in the area
Scam,Alert Your computer has viruses Downlpad our app to fix it link
Scam,Single  lonely Find your soulmate on our exclusive dating app nexus
NotScam,Could you please review tie draft report before the deadline
NotScam,Hi just checking in for todays client ball
Scam,Sir your debit card hs blocked due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Hj currently looking for freelance writing gigs DM me if you have any leads
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj howdy apply karo link
NotScam,Networking Open tn opportunities in the marketing field Lets connect
NotScam,just finished reading a great book Highly recommend it
Scam,Sir hum aapko humbri company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
NotScam,Pleate let me know if you have any questions about the project
NotScam,Need help filing my taxes Any CPA recomnendations in the area
Scam,Sis your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Hi curreotly looking for freelance writing gigs DM me if you have any leads
NotScam,Networking open to opportunities in the marketing field Lets connect
Scam,Exclusive offer Get a free laptop with your next online purchase Use bode SCAM123
Scam,Bongratulations Youve won a prize
Scam,Your bank accpunt has 10000 unclaimed credit Click here to claim it link
Scam,Im a ruccessful businessman seeking a caring partner Message me 91XXXXXXXXX
NotScam,Planning to invest in mutual funcs Any advice for beginners
Scam,UPI se paise bhejte hi lottery जत Plby karo aur lakhpati bano link
Scam,Single  lonely Find your soulmate on our exclusive dating apo link
Scam,Sir your creeit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Just bought something online Excited tn track my order
NotScam,Sharing my new recipe for pasta Let me knnw if you try it
Scam,Sir your debit card is blocked due to suspicious acuivity Call 91XXXXXXXXX to unblock
Scam,Congratulations Youue won a prize
Scam,Hey beautiful Looking for love Lets chat on Whtsapp 91XXXXXXXXX
NotScam,Just bougit something online Excited to track my order
Scam,Congratulations Youve won a prizf
NotScam,just updated my LinkedIn profile Any recommendations for job postings
Scam,Win a luxurious vacation to the Maldives Just share this viddo on Facebook
Scam,UPI transfer failed Send OTQ again to complete link
Scam,UPI se paise bhejte hi lottery जत drama karo aur lakhpati bano link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apqly karo link
NotScam,Hey Anyone free for cpffee today Looking for some company
Scam,Your internet connection is slow_up Upgrade your plan with our exclusive offer link
NotScam,Please let me know if yov have any questions about the project
Scam,Your Google Pay acdount is temporarily locked Update info here link
NotScam,Just updated my LinkedIn profile Any recommendbtions for job postings
Scam,Madam hum aapke bank account ka KYC karna hai Adhaar details bhejo link
NotScam,Hey can you rdcommend a reliable online payment gateway for my business
NotScam,Hi just checkhng in for todays client call
NotScam,Hi currently looking for freelance writing gigs DM me if you wealthy_person any leads
Scam,UPI se paise bhejte hi lottery जत Play karo aur kakhpati bano link
Scam,Urgent Your phone hs hacked Send verification code to secure it 123456
NotScam,Any opening for remote customer service positions Available immediately
Scam,Alert Your computer has viruses Downloac our app to fix it link
Scam,Your Google Pay account ir temporarily locked Update info here link
Scam,Your bank account has 10000 unblaimed credit Click here to claim it link
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Cll karo 91XXXXXXXXX
Scam,Alert Your domputer has viruses Download our app to fix it link
NotScam,Any openings for remote customer service positions Avaikable immediately
Scam,UPI se paisa bhejte hi lottery जत Play karo aur lakhpati bano link
NotScam,Exdited to announce my job search is officially open Check out my portfolio link
NotScam,Thinking about opening a savings accnunt Which bank has the best interest rates
NotScam,Hi team attached the meeting agenda for tomorrows presentathon
Scam,Dear customer kindly verify your Amazon account detahls link
Scam,Single  lomely Find your soulmate on our exclusive dating app link
Scam,Win a luxuriout vacation to the Maldives Just share this video on Facebook
Scam,Your internet connection is slow climb your plan with our exclusive offer link
Scam,Dear customer goodhearted verify your Amazon account details link
Scam,Alert Ypur computer has viruses Download our app to fix it link
NotScam,Pleasf let me know if you have any questions about the project
Scam,Your accpunt is temporarily locked
Scam,Hey beautiful Lookimg for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Im a successful bushnessman seeking a caring partner Message me 91XXXXXXXXX
Scam,WiatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,Please let me know if you have any questions about the project
NotScam,cerebration about opening a savings account Which bank has the best interest rates
Scam,Urgent Your phome is hacked Send verification code to secure it 123456
NotScam,Hi currently looking for freelance writing gigs DM me if you have whatsoever leads
NotScam,Kust finished reading a great book Highly recommend it
Scam,UPI transeer failed Send OTP again to complete link
Scam,Windows security warning Call Microsoft support now at 1XXXXXXXWXX
Scam,Cnngratulations Youve won a free phone Claim it here link
Scam,Missing someone special sports_meeting amazing singles in your area link
NotScam,Following up on your request for the marketjng materials
NotScam,Networking Open to opportunities in the marketing field Lets connecu
Scam,Your internet connection is slow rise your plan with our exclusive offer link
NotScam,Hey can you recommend a reliabld online payment gateway for my business
Scam,Free Bitcoin airdrop Ckaim your share before its too late link
Scam,Your Google Pay account is temporarily locked Update info iere link
NotScam,Planning a movie night this weekend World_Health_Organizations interested
Scam,Your jnternet connection is slow Upgrade your plan with our exclusive offer link
Scam,Missing somepne special Meet amazing singles in your area link
NotScam,Happy birthdax to my amazing friend 
Scam,Urgent Xour phone is hacked Send verification code to secure it 123456
Scam,Alert Your computer hour_angle viruses Download our app to fix it link
NotScam,howdoyoudo team attached the meeting agenda for tomorrows presentation
NotScam,Hey Anyone free for coffee tody Looking for some company
Scam,Sir your debit card is blocked due to suspicious activity Cakl 91XXXXXXXXX to unblock
Scam,maam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Win a luxurious vabation to the Maldives Just share this video on Facebook
NotScam,Hi currently looking for freelance writing gigs DM me if you hbve any leads
Scam,extolment Youve won a free phone Claim it here link
Scam,Exclusive offer Get a free laptop with your next online purchase Tse code SCAM123
Scam,TeamViewer download karo hum aapke computer ka problem fix larenge Paise baad mein dena
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hi apply karo nexus
Scam,Madam hum aapke bank account ka KYC karna haj Aadhaar details bhejo link
NotScam,Sharing my new recipe for pasta Let me know if you endeavor it
Scam,TeamViewer download karo hun aapke computer ka problem fix karenge Paise baad mein dena
Scam,Dear customer kindly verify your Amazon account detailt link
NotScam,Planning a movie night this weekend Whos interfsted
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhoati bano link
NotScam,Excited to announce my iob search is officially open Check out my portfolio link
Scam,WhatsApp QR code scan karo aur instant loan lelo Aak hi apply karo link
NotScam,Need help filing my revenue_enhancement Any CPA recommendations in the area
Scam,Sir hum aapko humari company mfin job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Im a successful businessman seeking a caring partner Message me 91XXXXXXXXY
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXWXXXX to unblock
NotScam,Thinking about opening a savings story Which bank has the best interest rates
NotScam,Planninchg to inchvest inch mutual funds Any advice for beginchners
NotScam,Hi currently looking for fredlance writing gigs DM me if you have any leads
Scam,Win a luxurious vacation to the Maldives Just percentage this video on Facebook
Scam,Alert Yotr device has viruses
NotScam,Need help fiking my taxes Any CPA recommendations in the area
Scam,Sir your debit card is blocked due to susphcious activity Call 91XXXXXXXXX to unblock
NotScam,Hi currently lookiog for freelance writing gigs DM me if you have any leads
Scam,UPI transfer failed Send OTP agaio to complete link
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call kbro 91XXXXXXXXX
NotScam,Need gelp filing my taxes Any CPA recommendations in the area
NotScam,Networking Open to opportunities in the marketing field Army_of_the_Pures connect
Scam,Your Google Pay account is temporarily locked Update info here nexus
NotScam,Could you please review the draft report bffore the deadline
Scam,Win a luxurious vacation to the Maldives Just share this video on Fbcebook
NotScam,Hey can you recommend a reliable online payment gatewaz for my business
NotScam,Please let me know if you have any questhons about the project
NotScam,Please let me know ig you have any questions about the project
NotScam,Hey Anxone free for coffee today Looking for some company
Scam,Youre eligible for a government grant fill out this form to claim link
Scam,TeamViewer download karo hum aapke computer ka problem kettle_of_fish karenge Paise baad mein dena
Scam,Sir your credit card is bmocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Congqatulations You won a brand new iPhone Claim it by clicking here link
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao call karo 91XXXXXXXXX
Scam,Hey beautiful Looking for love LashkareTayyibas chat on Whatsapp 91XXXXXXXXX
Scam,Win A luxurious vAcAtion to the MAldives Just shAre this video on FAcebook
NotScam,Could you pmease review the draft report before the deadline
NotScam,Sharing my new recipe for patta Let me know if you try it
NotScam,Could you please seview the draft report before the deadline
Scam,Sir your credit card is stop due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Win a luxurious holiday to the Maldives Just share this video on Facebook
Scam,Alert Your device has viruses
Scam,Alert Your device has viruses
Scam,Alert Your device has viruses
Scam,Alert Your device has viruses
Scam,Alert Your device has viruses
Scam,Alert Your device has viruses
Scam,Alert Your device has viruses
Scam,Alert Your device has viruses
Scam,Alert Your device has viruses
Scam,Alert Your device has viruses
Scam,Alert Your device has viruses
Scam,Alert Your device has viruses
Scam,Alert Your device has viruses
Scam,Congratulations You won a brand new iPhone Claim it by clicking here kink
Scam,Sir zour debit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Madam hum aapke baok account ka KYC karna hai Aadhaar details bhejo link
Scam,Your story is temporarily locked
NotScam,Just updated my LinkedIn profile Any recommendations for job postingr
Scam,Free Bitcoin airdrop Claim your share before its too late nexus
NotScam,Need hekp filing my taxes Any CPA recommendations in the area
Scam,Madam hum aapke banl account ka KYC karna hai Aadhaar details bhejo link
Scam,Sir hum aaplo humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
NotScam,any openings for remote customer service positions Available immediately
